Period,Alcohol Type,Alcohol Sub Type,Alcohol Content,Clearance Origin,Value,Measure Type,Unit,Marker
month/2016-01,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2016-01,made-wine,All,over 5.5% abv,Ex-ship,1502.79,clearances,hectolitres,
month/2016-01,made-wine,All,over 5.5% abv,Ex-warehouse,29601.93,clearances,hectolitres,
month/2016-01,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2016-01,made-wine,All,All,All,157944.43,clearances,hectolitres,
month/2016-02,made-wine,All,1.2% to 5.5% abv,All,118053.04,clearances,hectolitres,
month/2016-02,made-wine,Still,5.5% to 15% abv,All,27063.71,clearances,hectolitres,
month/2016-02,made-wine,Sparkling,5.5% to 15% abv,All,588.14,clearances,hectolitres,
month/2016-02,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2016-02,made-wine,All,over 5.5% abv,Ex-ship,696.46,clearances,hectolitres,
month/2016-02,made-wine,All,over 5.5% abv,Ex-warehouse,26955.39,clearances,hectolitres,
month/2016-02,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2016-02,made-wine,All,All,All,145704.88,clearances,hectolitres,
month/2016-03,made-wine,All,1.2% to 5.5% abv,All,129900.05,clearances,hectolitres,
month/2016-03,made-wine,Still,5.5% to 15% abv,All,37073.71,clearances,hectolitres,
month/2016-03,made-wine,Sparkling,5.5% to 15% abv,All,1027.45,clearances,hectolitres,
month/2016-03,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2016-03,made-wine,All,over 5.5% abv,Ex-ship,1740.35,clearances,hectolitres,
month/2016-03,made-wine,All,over 5.5% abv,Ex-warehouse,36360.82,clearances,hectolitres,
month/2016-03,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2016-03,made-wine,All,All,All,168001.22,clearances,hectolitres,
month/2016-04,made-wine,All,1.2% to 5.5% abv,All,187975.81,clearances,hectolitres,
month/2016-04,made-wine,Still,5.5% to 15% abv,All,34369.94,clearances,hectolitres,
month/2016-04,made-wine,Sparkling,5.5% to 15% abv,All,536.99,clearances,hectolitres,
month/2016-04,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2016-04,made-wine,All,over 5.5% abv,Ex-ship,1330.17,clearances,hectolitres,
month/2016-04,made-wine,All,over 5.5% abv,Ex-warehouse,33576.76,clearances,hectolitres,
month/2016-04,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2016-04,made-wine,All,All,All,222882.74,clearances,hectolitres,
month/2016-05,made-wine,All,1.2% to 5.5% abv,All,179859.76,clearances,hectolitres,
month/2016-05,made-wine,Still,5.5% to 15% abv,All,45251.44,clearances,hectolitres,
month/2016-05,made-wine,Sparkling,5.5% to 15% abv,All,868.82,clearances,hectolitres,
month/2016-05,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2016-05,made-wine,All,over 5.5% abv,Ex-ship,1808.08,clearances,hectolitres,
month/2016-05,made-wine,All,over 5.5% abv,Ex-warehouse,44312.17,clearances,hectolitres,
month/2016-05,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2016-05,made-wine,All,All,All,225980.02,clearances,hectolitres,
month/2016-06,made-wine,All,1.2% to 5.5% abv,All,298672.62,clearances,hectolitres,
month/2016-06,made-wine,Still,5.5% to 15% abv,All,34726.39,clearances,hectolitres,
month/2016-06,made-wine,Sparkling,5.5% to 15% abv,All,1089.65,clearances,hectolitres,
month/2016-06,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2016-06,made-wine,All,over 5.5% abv,Ex-ship,1939.12,clearances,hectolitres,
month/2016-06,made-wine,All,over 5.5% abv,Ex-warehouse,33876.92,clearances,hectolitres,
month/2016-06,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2016-06,made-wine,All,All,All,334488.66,clearances,hectolitres,
month/2016-07,made-wine,All,1.2% to 5.5% abv,All,225886.98,clearances,hectolitres,
month/2016-07,made-wine,Still,5.5% to 15% abv,All,42743.74,clearances,hectolitres,
month/2016-07,made-wine,Sparkling,5.5% to 15% abv,All,842.67,clearances,hectolitres,
month/2016-07,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2016-07,made-wine,All,over 5.5% abv,Ex-ship,1491.89,clearances,hectolitres,
month/2016-07,made-wine,All,over 5.5% abv,Ex-warehouse,42094.51,clearances,hectolitres,
month/2016-07,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2016-07,made-wine,All,All,All,269473.38,clearances,hectolitres,
month/2016-08,made-wine,All,1.2% to 5.5% abv,All,218010.68,clearances,hectolitres,
month/2016-08,made-wine,Still,5.5% to 15% abv,All,37226.5,clearances,hectolitres,
month/2016-08,made-wine,Sparkling,5.5% to 15% abv,All,1135.97,clearances,hectolitres,
month/2016-08,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2016-08,made-wine,All,over 5.5% abv,Ex-ship,2133.97,clearances,hectolitres,
month/2016-08,made-wine,All,over 5.5% abv,Ex-warehouse,36228.5,clearances,hectolitres,
month/2016-08,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2016-08,made-wine,All,All,All,256373.15,clearances,hectolitres,
month/2016-09,made-wine,All,1.2% to 5.5% abv,All,142977.3,clearances,hectolitres,
month/2016-09,made-wine,Still,5.5% to 15% abv,All,38158.48,clearances,hectolitres,
month/2016-09,made-wine,Sparkling,5.5% to 15% abv,All,588.65,clearances,hectolitres,
month/2016-09,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2016-09,made-wine,All,over 5.5% abv,Ex-ship,1040.06,clearances,hectolitres,
month/2016-09,made-wine,All,over 5.5% abv,Ex-warehouse,37707.07,clearances,hectolitres,
month/2016-09,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2016-09,made-wine,All,All,All,181724.43,clearances,hectolitres,
month/2016-10,made-wine,All,1.2% to 5.5% abv,All,203210.63,clearances,hectolitres,
month/2016-10,made-wine,Still,5.5% to 15% abv,All,44115.59,clearances,hectolitres,
month/2016-10,made-wine,Sparkling,5.5% to 15% abv,All,687.92,clearances,hectolitres,
month/2016-10,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2016-10,made-wine,All,over 5.5% abv,Ex-ship,1355.42,clearances,hectolitres,
month/2016-10,made-wine,All,over 5.5% abv,Ex-warehouse,43448.09,clearances,hectolitres,
month/2016-10,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2016-10,made-wine,All,All,All,248014.13,clearances,hectolitres,
month/2016-11,made-wine,All,1.2% to 5.5% abv,All,178555.52,clearances,hectolitres,
month/2016-11,made-wine,Still,5.5% to 15% abv,All,50541.07,clearances,hectolitres,
month/2016-11,made-wine,Sparkling,5.5% to 15% abv,All,873.77,clearances,hectolitres,
month/2016-11,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2016-11,made-wine,All,over 5.5% abv,Ex-ship,1738.17,clearances,hectolitres,
month/2016-11,made-wine,All,over 5.5% abv,Ex-warehouse,49676.67,clearances,hectolitres,
month/2016-11,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2016-11,made-wine,All,All,All,229970.36,clearances,hectolitres,
month/2016-12,made-wine,All,1.2% to 5.5% abv,All,219579.36,clearances,hectolitres,
month/2016-12,made-wine,Still,5.5% to 15% abv,All,33744.33,clearances,hectolitres,
month/2016-12,made-wine,Sparkling,5.5% to 15% abv,All,578.16,clearances,hectolitres,
month/2016-12,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2016-12,made-wine,All,over 5.5% abv,Ex-ship,1563.06,clearances,hectolitres,
month/2016-12,made-wine,All,over 5.5% abv,Ex-warehouse,32759.43,clearances,hectolitres,
month/2016-12,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2016-12,made-wine,All,All,All,253901.85,clearances,hectolitres,
month/2017-01,made-wine,All,1.2% to 5.5% abv,All,133728.9,clearances,hectolitres,
month/2017-01,made-wine,Still,5.5% to 15% abv,All,31150.88,clearances,hectolitres,
month/2017-01,made-wine,Sparkling,5.5% to 15% abv,All,177.76,clearances,hectolitres,
month/2017-01,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2017-01,made-wine,All,over 5.5% abv,Ex-ship,1481.0,clearances,hectolitres,
month/2017-01,made-wine,All,over 5.5% abv,Ex-warehouse,29847.64,clearances,hectolitres,
month/2017-01,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2017-01,made-wine,All,All,All,165057.53,clearances,hectolitres,
month/2017-02,made-wine,All,1.2% to 5.5% abv,All,105205.47,clearances,hectolitres,
month/2017-02,made-wine,Still,5.5% to 15% abv,All,29574.11,clearances,hectolitres,
month/2017-02,made-wine,Sparkling,5.5% to 15% abv,All,219.62,clearances,hectolitres,
month/2017-02,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2017-02,made-wine,All,over 5.5% abv,Ex-ship,1330.83,clearances,hectolitres,
month/2017-02,made-wine,All,over 5.5% abv,Ex-warehouse,28462.91,clearances,hectolitres,
month/2017-02,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2017-02,made-wine,All,All,All,134999.2,clearances,hectolitres,
month/2017-03,made-wine,All,1.2% to 5.5% abv,All,203744.56,clearances,hectolitres,
month/2017-03,made-wine,Still,5.5% to 15% abv,All,43715.35,clearances,hectolitres,
month/2017-03,made-wine,Sparkling,5.5% to 15% abv,All,363.22,clearances,hectolitres,
month/2017-03,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2017-03,made-wine,All,over 5.5% abv,Ex-ship,1376.49,clearances,hectolitres,
month/2017-03,made-wine,All,over 5.5% abv,Ex-warehouse,42702.08,clearances,hectolitres,
month/2017-03,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2017-03,made-wine,All,All,All,247823.13,clearances,hectolitres,
month/2017-04,made-wine,All,1.2% to 5.5% abv,All,192039.03,clearances,hectolitres,
month/2017-04,made-wine,Still,5.5% to 15% abv,All,38934.59,clearances,hectolitres,
month/2017-04,made-wine,Sparkling,5.5% to 15% abv,All,276.04,clearances,hectolitres,
month/2017-04,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2017-04,made-wine,All,over 5.5% abv,Ex-ship,1030.01,clearances,hectolitres,
month/2017-04,made-wine,All,over 5.5% abv,Ex-warehouse,38180.62,clearances,hectolitres,
month/2017-04,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2017-04,made-wine,All,All,All,231249.66,clearances,hectolitres,
month/2017-05,made-wine,All,1.2% to 5.5% abv,All,239060.27,clearances,hectolitres,
month/2017-05,made-wine,Still,5.5% to 15% abv,All,32465.26,clearances,hectolitres,
month/2017-05,made-wine,Sparkling,5.5% to 15% abv,All,324.77,clearances,hectolitres,
month/2017-05,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2017-05,made-wine,All,over 5.5% abv,Ex-ship,1038.66,clearances,hectolitres,
month/2017-05,made-wine,All,over 5.5% abv,Ex-warehouse,31751.37,clearances,hectolitres,
month/2017-05,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2017-05,made-wine,All,All,All,271850.3,clearances,hectolitres,
month/2017-06,made-wine,All,1.2% to 5.5% abv,All,266367.16,clearances,hectolitres,
month/2017-06,made-wine,Still,5.5% to 15% abv,All,50055.39,clearances,hectolitres,
month/2017-06,made-wine,Sparkling,5.5% to 15% abv,All,319.18,clearances,hectolitres,
month/2017-06,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2017-06,made-wine,All,over 5.5% abv,Ex-ship,1189.7,clearances,hectolitres,
month/2017-06,made-wine,All,over 5.5% abv,Ex-warehouse,49184.87,clearances,hectolitres,
month/2017-06,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2017-06,made-wine,All,All,All,316741.73,clearances,hectolitres,
month/2017-07,made-wine,All,1.2% to 5.5% abv,All,247162.21,clearances,hectolitres,
month/2017-07,made-wine,Still,5.5% to 15% abv,All,38870.57,clearances,hectolitres,
month/2017-07,made-wine,Sparkling,5.5% to 15% abv,All,217.42,clearances,hectolitres,
month/2017-07,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2017-07,made-wine,All,over 5.5% abv,Ex-ship,1316.02,clearances,hectolitres,
month/2017-07,made-wine,All,over 5.5% abv,Ex-warehouse,37771.97,clearances,hectolitres,
month/2017-07,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2017-07,made-wine,All,All,All,286250.2,clearances,hectolitres,
month/2017-08,made-wine,All,1.2% to 5.5% abv,All,207929.3,clearances,hectolitres,
month/2017-08,made-wine,Still,5.5% to 15% abv,All,41535.94,clearances,hectolitres,
month/2017-08,made-wine,Sparkling,5.5% to 15% abv,All,381.66,clearances,hectolitres,
month/2017-08,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2017-08,made-wine,All,over 5.5% abv,Ex-ship,1201.06,clearances,hectolitres,
month/2017-08,made-wine,All,over 5.5% abv,Ex-warehouse,40716.54,clearances,hectolitres,
month/2017-08,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2017-08,made-wine,All,All,All,249846.9,clearances,hectolitres,
month/2017-09,made-wine,All,1.2% to 5.5% abv,All,155994.43,clearances,hectolitres,
month/2017-09,made-wine,Still,5.5% to 15% abv,All,54762.56,clearances,hectolitres,
month/2017-09,made-wine,Sparkling,5.5% to 15% abv,All,242.02,clearances,hectolitres,
month/2017-09,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2017-09,made-wine,All,over 5.5% abv,Ex-ship,1241.32,clearances,hectolitres,
month/2017-09,made-wine,All,over 5.5% abv,Ex-warehouse,53763.27,clearances,hectolitres,
month/2017-09,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2017-09,made-wine,All,All,All,210999.02,clearances,hectolitres,
month/2017-10,made-wine,All,1.2% to 5.5% abv,All,167172.26,clearances,hectolitres,
month/2017-10,made-wine,Still,5.5% to 15% abv,All,51294.85,clearances,hectolitres,
month/2017-10,made-wine,Sparkling,5.5% to 15% abv,All,319.22,clearances,hectolitres,
month/2017-10,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2017-10,made-wine,All,over 5.5% abv,Ex-ship,1556.77,clearances,hectolitres,
month/2017-10,made-wine,All,over 5.5% abv,Ex-warehouse,50057.3,clearances,hectolitres,
month/2017-10,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2017-10,made-wine,All,All,All,218786.33,clearances,hectolitres,
month/2017-11,made-wine,All,1.2% to 5.5% abv,All,197839.18,clearances,hectolitres,
month/2017-11,made-wine,Still,5.5% to 15% abv,All,57134.97,clearances,hectolitres,
month/2017-11,made-wine,Sparkling,5.5% to 15% abv,All,457.55,clearances,hectolitres,
month/2017-11,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2017-11,made-wine,All,over 5.5% abv,Ex-ship,1380.3,clearances,hectolitres,
month/2017-11,made-wine,All,over 5.5% abv,Ex-warehouse,56212.22,clearances,hectolitres,
month/2017-11,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2017-11,made-wine,All,All,All,255431.7,clearances,hectolitres,
month/2017-12,made-wine,All,1.2% to 5.5% abv,All,219431.06,clearances,hectolitres,
month/2017-12,made-wine,Still,5.5% to 15% abv,All,36254.55,clearances,hectolitres,
month/2017-12,made-wine,Sparkling,5.5% to 15% abv,All,587.06,clearances,hectolitres,
month/2017-12,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2017-12,made-wine,All,over 5.5% abv,Ex-ship,1864.65,clearances,hectolitres,
month/2017-12,made-wine,All,over 5.5% abv,Ex-warehouse,34976.96,clearances,hectolitres,
month/2017-12,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2017-12,made-wine,All,All,All,256272.67,clearances,hectolitres,
month/2018-01,made-wine,All,1.2% to 5.5% abv,All,102698.44,clearances,hectolitres,
month/2018-01,made-wine,Still,5.5% to 15% abv,All,36197.58,clearances,hectolitres,
month/2018-01,made-wine,Sparkling,5.5% to 15% abv,All,244.08,clearances,hectolitres,
month/2018-01,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2018-01,made-wine,All,over 5.5% abv,Ex-ship,1256.11,clearances,hectolitres,
month/2018-01,made-wine,All,over 5.5% abv,Ex-warehouse,35185.54,clearances,hectolitres,
month/2018-01,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2018-01,made-wine,All,All,All,139140.1,clearances,hectolitres,
month/2018-02,made-wine,All,1.2% to 5.5% abv,All,120283.37,clearances,hectolitres,
month/2018-02,made-wine,Still,5.5% to 15% abv,All,28641.11,clearances,hectolitres,
month/2018-02,made-wine,Sparkling,5.5% to 15% abv,All,250.43,clearances,hectolitres,
month/2018-02,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2018-02,made-wine,All,over 5.5% abv,Ex-ship,627.75,clearances,hectolitres,
month/2018-02,made-wine,All,over 5.5% abv,Ex-warehouse,28263.79,clearances,hectolitres,
month/2018-02,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2018-02,made-wine,All,All,All,149174.91,clearances,hectolitres,
month/2018-03,made-wine,All,1.2% to 5.5% abv,All,162305.62,clearances,hectolitres,
month/2018-03,made-wine,Still,5.5% to 15% abv,All,40664.55,clearances,hectolitres,
month/2018-03,made-wine,Sparkling,5.5% to 15% abv,All,226.56,clearances,hectolitres,
month/2018-03,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2018-03,made-wine,All,over 5.5% abv,Ex-ship,1217.99,clearances,hectolitres,
month/2018-03,made-wine,All,over 5.5% abv,Ex-warehouse,39673.12,clearances,hectolitres,
month/2018-03,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
month/2018-03,made-wine,All,All,All,203196.73,clearances,hectolitres,
month/2018-04,made-wine,All,1.2% to 5.5% abv,All,196935.71,clearances,hectolitres,
month/2018-04,made-wine,Still,5.5% to 15% abv,All,37184.94,clearances,hectolitres,
month/2018-04,made-wine,Sparkling,5.5% to 15% abv,All,513.59,clearances,hectolitres,
month/2018-04,made-wine,All,over 15% abv,All,,clearances,hectolitres,data-not-provided
month/2018-04,made-wine,All,over 5.5% abv,Ex-ship,1013.44,clearances,hectolitres,
month/2018-04,made-wine,All,over 5.5% abv,Ex-warehouse,36685.09,clearances,hectolitres,
month/2018-04,made-wine,All,over 5.5% abv,UK Origin,,clearances,hectolitres,data-not-provided
